taxonomy_account_name,ai_account_code,ai_acc_name,prod_account_name,prod_account_code,prod_parent_account_code,is_match,is_match_parent,unmatch_remark
สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,100600,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,100690,100600,False,True,
ตราสารหนี้ที่ออกและเงินกู้ยืม,202000,ตราสารหนี้ที่ออกและเงินกู้ยืม,ตราสารหนี้ที่ออกและเงินกู้ยืม,202090,202000,False,True,
รวมหนี้สิน,,,รวมหนี้สิน,209999,309999,False,False,
รวมหนี้สินและส่วนของเจ้าของ,,,รวมหนี้สินและส่วนของเจ้าของ,309999,,False,False,
หนี้สูญรับคืน,,,หนี้สูญรับคืน,430700,409994,False,False,"410200-หนี้สูญรับคืน-รายได้จากการดําเนินงานอื่น ๆ-The meaning_of_taxonomy for SET Code 410200 contains ""บางครั้งใช้ชื่อว่า หนี้สูญรับคืน"". Although the fs_category does not match, we will use item_in_taxonomy instead according to the instructions. | 410200-หนี้สูญรับคืน-รายได้จากการดําเนินงานอื่น ๆ-The meaning_of_taxonomy for set_code '410200' and item_in_taxonomy 'รายได้จากการดําเนินงานอื่น ๆ' includes  'บางครั้งใช้ชื่อว่า หนี้สูญรับคืน'. | "
ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,409994,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,430700,409994,False,True,
หนี้สูญรับคืน,,,หนี้สูญรับคืน,430700,409994,False,False,"410200-หนี้สูญรับคืน-รายได้จากการดําเนินงานอื่น ๆ-The meaning_of_taxonomy for SET Code 410200 contains ""บางครั้งใช้ชื่อว่า หนี้สูญรับคืน"". Although the fs_category does not match, we will use item_in_taxonomy instead according to the instructions. | 410200-หนี้สูญรับคืน-รายได้จากการดําเนินงานอื่น ๆ-The meaning_of_taxonomy for set_code '410200' and item_in_taxonomy 'รายได้จากการดําเนินงานอื่น ๆ' includes  'บางครั้งใช้ชื่อว่า หนี้สูญรับคืน'. | "
ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,409994,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,430700,409994,False,True,
กำไรจากการดำเนินงานก่อนภาษีเงินได้,519997,กำไรจากการดำเนินงานก่อนภาษีเงินได้,กำไรจากการดำเนินงานก่อนภาษีเงินได้,510200,519997,False,True,
ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,,,ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,510400,519997,False,False,"409994-ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น-กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้-The input item name ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น is related to operating profit, but there is no exact match in the provided taxonomy list. Using the closest match based on fs_category and meaning, the selected item is กำไร (ขาดทุน) จากการดำเนินงานก่อนภาษีเงินได้ with SET Code 409994. This item's meaning mentions deducting expected credit losses before calculating operating profit. | 430700-ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น-**(กลับรายการ) ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น**-The most relevant item from the provided taxonomy list is '**(กลับรายการ) ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น**' (Reversal Of) Expected Credit Losses, which aligns with the input query. Although the input explicitly mentions 'ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น' (expected credit losses), the context does not provide a direct match for this specific term. Therefore, we choose the closest matching item. | 540300-ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น-รายการอื่น ๆ-The INPUT's financial_statement_type งบกระแสเงินสด (ต่อ) สำหรับงวดหกเดือนสิ้นสุดวันที่ 30 มิถุนายน 2567 matches to financial_statement_type: 'CF'.
The INPUT's fs_category กระแสเงินสดจากการดำเนินงาน is similar to fs_category: 'กิจกรรมดำเนินงาน', but there is no item related to the INPUT.  So the closest match from the Taxonomy list is  item_in_taxonomy: 'รายการอื่น ๆ' and set_code: '540300'. | "
ขาดทุนจากเงินลงทุน,,,ขาดทุนจากเงินลงทุน,512300,519997,False,False,"510600-ขาดทุนจากเงินลงทุน-ส่วนแบ่ง (กำไร) ขาดทุนจากเงินลงทุนตามวิธีส่วนได้เสีย-The INPUT's fs_category is กระแสเงินสดจากการดำเนินงาน, so we should look for the item in Taxonomy list with fs_category value equal to กิจกรรมดำเนินงาน. Found three potential candidates with set_code 511000, 510600, and 510900. From the meaning_of_taxonomy of each candidate, 510600's meaning_of_taxonomy 'ส่วนแบ่ง กำไรหรือขาดทุนจากเงินลงทุนตามวิธีส่วนได้เสีย บางครั้งใช้ขื่อว่า (กำไร)ขาดทุนจากเงินลงทุน ' best matches the query ""ขาดทุนจากเงินลงทุน"". | "
