taxonomy_account_name,ai_account_code,ai_acc_name,prod_account_name,prod_account_code,prod_parent_account_code,is_match,is_match_parent,unmatch_remark
สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,100600,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,100690,100600,False,True,
เงินลงทุนในบริษัทย่อยบริษัทร่วมและการร่วมค้าสุทธิ,,,เงินลงทุนในบริษัทย่อยบริษัทร่วมและการร่วมค้าสุทธิ,102600,109999,False,False,"102700-เงินลงทุนในบริษัทย่อยบริษัทร่วมและการร่วมค้าสุทธิ-เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกด้วยวิธีอื่น - สุทธิ-The input query's name and the selected item in taxonomy's name are semantically similar. Both refer to net investment in subsidiaries, associates, and joint ventures. Although the input query does not specify the accounting method, the context implies that it could be any method other than the equity method. Thus, the selected item in taxonomy, which refers to investments recorded using methods other than the equity method, is chosen. | "
หนี้สินทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,200400,หนี้สินทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,หนี้สินทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,200490,200400,False,True,
ตราสารหนี้ที่ออกและเงินกู้ยืม,202000,ตราสารหนี้ที่ออกและเงินกู้ยืม,ตราสารหนี้ที่ออกและเงินกู้ยืม,202090,202000,False,True,
กำไร(ขาดทุน)สุทธิ,,,กำไร(ขาดทุน)สุทธิ,409991,409999,False,False,"409996-กำไร(ขาดทุน)สุทธิ-กำไร (ขาดทุน) สุทธิ สำหรับงวด-The input name's fs_category is กำไร (ขาดทุน) สุทธิ and financial_statement_type is งบกำไรขาดทุนและกำไรขาดทุนเบ็ดเสร็จอื่น (ไม่ได้ตรวจสอบ), thus the best match from the Taxonomy is set_code 409996,  item กำไร (ขาดทุน) สุทธิ สำหรับงวด, financial_statement_type PL. | "
ขาดทุนจากการวัดมูลค่าเงินลงทุนในตราสารหนี้ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,,,ขาดทุนจากการวัดมูลค่าเงินลงทุนในตราสารหนี้ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,440100,409998,False,False,
ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,,,ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,450200,409998,False,False,
กำไร(ขาดทุน)ต่อหุ้นขั้นพื้นฐาน(บาท),,,กำไร(ขาดทุน)ต่อหุ้นขั้นพื้นฐาน(บาท),480100,,False,False,
ขาดทุนจากการวัดมูลค่าเงินลงทุนในตราสารหนี้ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,,,ขาดทุนจากการวัดมูลค่าเงินลงทุนในตราสารหนี้ด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,440100,409998,False,False,
ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,,,ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,450200,409998,False,False,
