,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
0,เงินสดและรายการเทียบเท่าเงินสด,110100,เงินสดและรายการเทียบเท่าเงินสด,The query 'เงินสดและรายการเทียบเท่าเงินสด' is a direct match with 'item_in_taxonomy' in the taxonomy list. The context also includes financial_statement_type as 'งบฐานะการเงิน' which translates to 'BS_A'.,งบฐานะการเงิน,สินทรัพย์,"[4492, 199]"
1,ลูกหนี้หมุนเวียนอื่น,113130,สินทรัพย์ทางการเงินหมุนเวียนอื่น ลูกหนี้หมุนเวียนอื่น,"The query ""ลูกหนี้หมุนเวียนอื่น"" matches with item_in_taxonomy ""สินทรัพย์ทางการเงินหมุนเวียนอื่น ลูกหนี้หมุนเวียนอื่น"" in the taxonomy list. Both financial_statement_type and fs_category criteria are met.",งบฐานะการเงิน,สินทรัพย์,"[713, 948]"
2,ดอกเบี้ยค้างรับบริษัทที่เกี่ยวข้องกัน,112320,เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ บุคคลหรือกิจการที่เกี่ยวข้องกัน,"The input mentions ""ดอกเบี้ยค้างรับ"" and ""บริษัทที่เกี่ยวข้องกัน"" which most closely match the item ""เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ บุคคลหรือกิจการที่เกี่ยวข้องกัน"" in the provided taxonomy list. Although the input doesn't explicitly mention short-term loans, this item is the most relevant as it includes interest receivables from related parties.",งบฐานะการเงิน,สินทรัพย์,"[0, 550]"
3,เงินให้กู้ยืมแก่บริษัทอื่นที่ผิดนัดชำระหนี้หมุนเวียน - สุทธิ,112300,เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ,"The input name implies short-term loan receivables, and the input metadata specifies the financial statement type as งบฐานะการเงิน and fs category as สินทรัพย์. Therefore, the most relevant item in the taxonomy is เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ with SET Code 112300.",งบฐานะการเงิน,สินทรัพย์,"[304474, 304474]"
4,เงินให้กู้ยืมระยะสั้นแก่บริษัทที่เกี่ยวข้องกัน,112320,เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ บุคคลหรือกิจการที่เกี่ยวข้องกัน,"The input name indicates a short-term loan to related parties, which matches the definition of  'เงินให้กู้ยืมระยะสั้นและดอกเบี้ยค้างรับ บุคคลหรือกิจการที่เกี่ยวข้องกัน' in the taxonomy list. The financial statement type is BS_A and fs_category is สินทรัพย์หมุนเวียน, which also align with the input metadata.",งบฐานะการเงิน,สินทรัพย์,"[0, 211558]"
5,อสังหาริมทรัพย์พัฒนาเพื่อขาย,112900,สินค้าคงเหลือ - สุทธิ,"The INPUT METADATA has financial_statement_type is งบฐานะการเงิน,  fs_category is สินทรัพย์. An item in the Taxonomy list with item_in_taxonomy as สินค้าคงเหลือ - สุทธิ has meaning_of_taxonomy as บางครั้งใช้ชื่อว่า อสังหาริมทรัพย์พัฒนาเพื่อขาย หมายถึง สินค้าสำเร็จรูป งานหรือสินค้าระหว่างทำ วัตถุดิบบรรจุภัณฑ์ วัตถุดิบและวัสดุที่ใช้ในการผลิตเพื่อขายหรือให้บริการตามปกติของบริษัท ที่บริษัทยังไม่โอนการควบคุมในสินค้าดังกล่าวให้แก่ลูกค้า โดยแสดงเป็นจำนวนเงินสุทธิจากค่าเผื่อการลดลงในมูลค่า และค่าเผื่อสินค้าล้าสมัยและเสื่อมสภาพทั้งนี้ ลักษณะของสินค้าคงเหลือดังกล่าวขึ้นอยู่กับลักษณะการประกอบธุรกิจตามปกติของบริษัท  Therefore, the SET Code should be 112900 and Item in Taxonomy should be สินค้าคงเหลือ - สุทธิ",งบฐานะการเงิน,สินทรัพย์,"[0, 0]"
6,สินทรัพย์ภาษีเงินได้ของงวดปัจจุบัน,124400,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,"The query 'สินทรัพย์ภาษีเงินได้ของงวดปัจจุบัน' closely resembles the meaning of 'สินทรัพย์ภาษีเงินได้รอตัดบัญชี' in the taxonomy list. Considering the input metadata specifies 'fs_category' as 'สินทรัพย์', the closest match within the provided context is 'สินทรัพย์ภาษีเงินได้รอตัดบัญชี' with SET Code '124400'.",งบฐานะการเงิน,สินทรัพย์,"[0, 2165]"
7,สินทรัพย์ทางการเงินหมุนเวียนอื่น,113100,สินทรัพย์ทางการเงินหมุนเวียนอื่น,The query 'สินทรัพย์ทางการเงินหมุนเวียนอื่น' is an exact match with 'item_in_taxonomy' in the Taxonomy list. And the value of 'fs_category' in the Taxonomy list item is related to 'สินทรัพย์'.,งบฐานะการเงิน,สินทรัพย์,"[0, 85068]"
8,รวมสินทรัพย์หมุนเวียน,119999,รวมสินทรัพย์หมุนเวียน,"The query 'รวมสินทรัพย์หมุนเวียน' is a direct match with the 'item_in_taxonomy' in the Taxonomy list. Also, the 'fs_category' ('สินทรัพย์หมุนเวียน') is related to the 'fs_category' from the INPUT METADATA ('สินทรัพย์').",งบฐานะการเงิน,สินทรัพย์,"[516919, 597252]"
9,สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น,123100,สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น,"Found an exact match for the input query 'สินทรัพย์ทางการเงินไม่หมุนเวียนอื่น' in the taxonomy list. Also, the  fs_category property in the taxonomy list matches the input metadata fs_category: 'สินทรัพย์'.",งบฐานะการเงิน,สินทรัพย์,"[72661, 71193]"
10,เงินลงทุนในบริษัทย่อย - สุทธิ,122610,เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกโดยวิธีส่วนได้เสีย - สุทธิ เงินลงทุนในบริษัทย่อย,"The query mentions ""เงินลงทุนในบริษัทย่อย"" which directly matches the item ""เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกโดยวิธีส่วนได้เสีย - สุทธิ เงินลงทุนในบริษัทย่อย"" in the taxonomy list. The  ""- สุทธิ""  part in the query also suggests looking for an item that reflects a net value, aligning with the taxonomy item's inclusion of ""สุทธิ"".",งบฐานะการเงิน,สินทรัพย์,"[912233, 912233]"
11,ลูกหนี้จากการรับซื้อสิทธิเรียกร้องไม่หมุนเวียน - สุทธิ,122050,ลูกหนี้เงินให้สินเชื่อ,"The input name mentions factoring, which is similar to lending. And the input also mentions non-current, so the closest meaning in the taxonomy is  'ลูกหนี้เงินให้สินเชื่อ' with set code 122050",งบฐานะการเงิน,สินทรัพย์,"[0, 0]"
12,เงินให้กู้ยืมแก่บริษัทอื่นที่ผิดนัดชำระหนี้ไม่หมุนเวียน - สุทธิ,122410,เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี บุคคลหรือกิจการอื่น,"The input name mentions  เงินให้กู้ยืมแก่บริษัทอื่นที่ผิดนัดชำระหนี้ไม่หมุนเวียน - สุทธิ and financial_statement_type is งบฐานะการเงิน, fs_category is สินทรัพย์,  the closest meaning from the Taxonomy list is เงินให้กู้ยืมระยะยาวและดอกเบี้ยค้างรับ - ส่วนที่ถึงกำหนดชำระเกินกว่าหนึ่งปี บุคคลหรือกิจการอื่น with set_code 122410",งบฐานะการเงิน,สินทรัพย์,"[908801, 912207]"
13,อสังหาริมทรัพย์เพื่อการลงทุน,123700,อสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ,"The query 'อสังหาริมทรัพย์เพื่อการลงทุน' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list.  The 'fs_category' field also matches the input metadata. Therefore, the correct SET Code is 123700 and the item is 'อสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ'.",งบฐานะการเงิน,สินทรัพย์,"[535143, 539187]"
