,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
0,เงินสด,100100,เงินสด,"The input query 'เงินสด' and financial_statement_type งบฐานะการเงินรวม directly match the item_in_taxonomy 'เงินสด' in the taxonomy list. Thus, the set_code  is '100100'.",งบฐานะการเงินรวม,สินทรัพย์,"[791393.0, 691505.0]"
1,รายการระหว่างธนาคารและตลาดเงินสุทธิ,100200,รายการระหว่างธนาคารและตลาดเงิน - สุทธิ,"The input name 'รายการระหว่างธนาคารและตลาดเงินสุทธิ' is very similar to the item 'รายการระหว่างธนาคารและตลาดเงิน - สุทธิ' in the taxonomy list. Thus, the SET code should be '100200'.",งบฐานะการเงินรวม,สินทรัพย์,"[14183871.0, 30724440.0]"
2,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,100600,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,Taxonomy list item with  fs_category == สินทรัพย์ and financial_statement_type is BS_A and item_in_taxonomy closely matches the query.,งบฐานะการเงินรวม,สินทรัพย์,"[41371.0, 80548.0]"
3,สินทรัพย์อนุพันธ์,103000,สินทรัพย์อนุพันธ์,"The input item name is สินทรัพย์อนุพันธ์ and financial_statement_type is งบฐานะการเงินรวม, which maps to BS_A. Thus, the correct SET Code is 103000 and Item in Taxonomy is สินทรัพย์อนุพันธ์.",งบฐานะการเงินรวม,สินทรัพย์,"[1427788.0, 703326.0]"
4,เงินลงทุนสุทธิ,101600,เงินลงทุน - สุทธิ,"The query 'เงินลงทุนสุทธิ' is a close match to the 'item_in_taxonomy' 'เงินลงทุน - สุทธิ' in the taxonomy list.  The other properties in the input metadata also align with the corresponding properties in the taxonomy list, such as 'fs_category' being 'สินทรัพย์'. Therefore, the most fitting SET Code from the provided context is '101600'.",งบฐานะการเงินรวม,สินทรัพย์,"[47935389.0, 49476918.0]"
5,เงินลงทุนในบริษัทย่อยสุทธิ,102710,เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกด้วยวิธีอื่น - สุทธิ เงินลงทุนในบริษัทย่อย,"The input query ""เงินลงทุนในบริษัทย่อยสุทธิ"" matches the meaning of taxonomy in the list where set_code is 102710. Thus, the correct set code is 102710 and the item in taxonomy is ""เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกด้วยวิธีอื่น - สุทธิ เงินลงทุนในบริษัทย่อย"".",งบฐานะการเงินรวม,สินทรัพย์,"[0.0, 0.0]"
6,เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับสุทธิ,102000,เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับ - สุทธิ,"The input name 'เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับสุทธิ' is a close match to the item 'เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับ - สุทธิ' in the provided taxonomy list.  Both represent the net value of loans given to customers, including accrued interest, after deducting expected credit losses. The financial statement type is 'งบฐานะการเงินรวม' which maps to 'BS_A'.",งบฐานะการเงินรวม,สินทรัพย์,"[230397019.0, 228697534.0]"
7,อสังหาริมทรัพย์เพื่อการลงทุนสุทธิ,103700,อสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ,"The query 'อสังหาริมทรัพย์เพื่อการลงทุนสุทธิ' is an exact match to the 'meaning_of_taxonomy' field in the Taxonomy list. Thus, the correct SET Code is 103700 and the item in Taxonomy is 'อสังหาริมทรัพย์เพื่อการลงทุน - สุทธิ'.",งบฐานะการเงินรวม,สินทรัพย์,"[0.0, 0.0]"
8,ทรัพย์สินรอการขายสุทธิ,103500,ทรัพย์สินรอการขาย - สุทธิ,"The query \""ทรัพย์สินรอการขายสุทธิ\"" is an exact match to the \""item_in_taxonomy\"" field in the Taxonomy list, and the fs_category field also matches the input metadata. Therefore, the correct SET Code is 103500 and the item in Taxonomy is \""ทรัพย์สินรอการขาย - สุทธิ\"".",งบฐานะการเงินรวม,สินทรัพย์,"[8190043.0, 8304680.0]"
9,ที่ดิน อาคารและอุปกรณ์สุทธิ,103800,ที่ดิน อาคาร และอุปกรณ์ - สุทธิ,"The query ""ที่ดิน อาคารและอุปกรณ์สุทธิ"" matches the item ""ที่ดิน อาคาร และอุปกรณ์ - สุทธิ"" in the taxonomy list. This item's fs_category is ""สินทรัพย์"", which is related to the input metadata's fs_category.",งบฐานะการเงินรวม,สินทรัพย์,"[453013.0, 421296.0]"
10,สินทรัพย์สิทธิการใช้สุทธิ,103900,สินทรัพย์สิทธิการใช้ - สุทธิ,The query 'สินทรัพย์สิทธิการใช้สุทธิ' is an exact match to the item 'สินทรัพย์สิทธิการใช้ - สุทธิ' in the provided taxonomy list.  The taxonomy list item also has matching criteria for 'fs_category' being 'สินทรัพย์'.,งบฐานะการเงินรวม,สินทรัพย์,"[600946.0, 694488.0]"
11,สินทรัพย์ไม่มีตัวตนสุทธิ,104000,ค่าความนิยมและสินทรัพย์ไม่มีตัวตนอื่น - สุทธิ,"The input name 'สินทรัพย์ไม่มีตัวตนสุทธิ' matches the meaning_of_taxonomy field 'บางครั้งใช้ชื่อว่า สินทรัพย์ไม่มีตัวตนสุทธิ หรือ ค่าความนิยมและสินทรัพย์ไม่มีตัวตนอื่นสุทธิ' in the taxonomy list, and financial_statement_type is 'งบฐานะการเงินรวม' which is equal to 'BS_A'.",งบฐานะการเงินรวม,สินทรัพย์,"[487181.0, 409653.0]"
12,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,104400,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,"The input query 'สินทรัพย์ภาษีเงินได้รอการตัดบัญชี'  is an exact match with the 'item_in_taxonomy' in the Taxonomy list.  The 'fs_category' is 'สินทรัพย์' which is aligned with the input metadata. Thus, the determined SET Code is '104400'.",งบฐานะการเงินรวม,สินทรัพย์,"[2061398.0, 1754082.0]"
13,ดอกเบี้ยค้างรับจากเงินลงทุน,102060,ดอกเบี้ยค้างรับและรายได้ดอกเบี้ยที่ยังไม่ถึงกำหนดชำระ,"From the Taxonomy list within CONTEXT and the INPUT METADATA, the most relevant item_in_taxonomy to the INPUT ""ดอกเบี้ยค้างรับจากเงินลงทุน"" is ""ดอกเบี้ยค้างรับและรายได้ดอกเบี้ยที่ยังไม่ถึงกำหนดชำระ"" with set_code ""102060"".",งบฐานะการเงินรวม,สินทรัพย์,"[106215.0, 100050.0]"
14,ลูกหนี้สำนักหักบัญชี,100800,ลูกหนี้สำนักหักบัญชีและธุรกิจหลักทรัพย์ และสัญญาซื้อขายล่วงหน้า,"The query 'ลูกหนี้สำนักหักบัญชี' is a subset of the item 'ลูกหนี้สำนักหักบัญชีและธุรกิจหลักทรัพย์ และสัญญาซื้อขายล่วงหน้า' in the provided taxonomy list. This item's fs_category is 'สินทรัพย์', which aligns with the input metadata. Therefore, it's the most appropriate match.",งบฐานะการเงินรวม,สินทรัพย์,"[35882.0, 107343.0]"
