,query,set_code,item_in_taxonomy,reasoning,table_name,category,number_values
0,เงินสด,100100,เงินสด,The query 'เงินสด' matched with item_in_taxonomy 'เงินสด' in the taxonomy list. And the financial_statement_type and fs_category matched with INPUT METADATA.,งบฐานะการเงิน,สินทรัพย์,"[22702027, 25127673]"
1,รายการระหว่างธนาคารและตลาดเงินสุทธิ,100200,รายการระหว่างธนาคารและตลาดเงิน - สุทธิ,"The input name 'รายการระหว่างธนาคารและตลาดเงินสุทธิ' is an exact match to the item 'รายการระหว่างธนาคารและตลาดเงิน - สุทธิ' in the provided taxonomy list. The input metadata specifies financial_statement_type as 'งบฐานะการเงิน' and fs_category as 'สินทรัพย์', which corresponds to 'BS_A' and 'สินทรัพย์' in the taxonomy list. Therefore, the correct SET Code is '100200'.",งบฐานะการเงิน,สินทรัพย์,"[501846916, 489172830]"
2,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,100600,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,"The query perfectly matches the item_in_taxonomy ""สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน"" in the Taxonomy list.  The financial_statement_type is BS_A and the set_code is 100600.",งบฐานะการเงิน,สินทรัพย์,"[2303149, 622531]"
3,สินทรัพย์อนุพันธ์,103000,สินทรัพย์อนุพันธ์,"The query ""สินทรัพย์อนุพันธ์"" is found in the taxonomy list with matching fs_category and financial_statement_type in the context. Therefore, the correct SET Code and Item in Taxonomy are extracted from the corresponding JSON object.",งบฐานะการเงิน,สินทรัพย์,"[37583142, 29257667]"
4,เงินลงทุนสุทธิ,101600,เงินลงทุน - สุทธิ,"The input name 'เงินลงทุนสุทธิ' is a close match to the item 'เงินลงทุน - สุทธิ' in the taxonomy list, considering the input metadata financial_statement_type is งบฐานะการเงิน and fs_category is สินทรัพย์.",งบฐานะการเงิน,สินทรัพย์,"[131584335, 125353247]"
5,เงินลงทุนในบริษัทย่อย บริษัทร่วมและการร่วมค้าสุทธิ,102600,เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกโดยวิธีส่วนได้เสีย - สุทธิ,"The input query explicitly mentions the net investment in subsidiaries, associates, and joint ventures. The input metadata specifies the financial statement type as งบฐานะการเงิน and the fs category as สินทรัพย์. Upon reviewing the provided context, the item 'เงินลงทุนในบริษัทย่อย บริษัทร่วม และการร่วมค้า ที่บันทึกโดยวิธีส่วนได้เสีย - สุทธิ' with SET Code '102600' perfectly aligns with the input query. This particular item represents the net investment encompassing subsidiaries, associates, and joint ventures, aligning with the input query's emphasis on 'net'.",งบฐานะการเงิน,สินทรัพย์,"[94779753, 90571525]"
6,เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับสุทธิ,102000,เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับ - สุทธิ,The input query 'เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับสุทธิ' is closely related to the item in taxonomy 'เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับ - สุทธิ' with the same fs_category 'สินทรัพย์' as the input metadata 'สินทรัพย์'.,งบฐานะการเงิน,สินทรัพย์,"[1674012164, 1701804771]"
7,ทรัพย์สินรอการขายสุทธิ,103500,ทรัพย์สินรอการขาย - สุทธิ,"The query 'ทรัพย์สินรอการขายสุทธิ' is very similar to the 'ทรัพย์สินรอการขาย - สุทธิ' in the taxonomy list, and the fs_category in the taxonomy list item matched the input metadata.",งบฐานะการเงิน,สินทรัพย์,"[5653587, 5226076]"
8,ที่ดิน อาคารและอุปกรณ์สุทธิ,103800,ที่ดิน อาคาร และอุปกรณ์ - สุทธิ,The input 'ที่ดิน อาคารและอุปกรณ์สุทธิ' and financial_statement_type 'งบฐานะการเงิน' with fs_category 'สินทรัพย์'  matches the item 'ที่ดิน อาคาร และอุปกรณ์ - สุทธิ' in the taxonomy list. ,งบฐานะการเงิน,สินทรัพย์,"[31764154, 31764854]"
9,ค่าความนิยมและสินทรัพย์ไม่มีตัวตนอื่นสุทธิ,104000,ค่าความนิยมและสินทรัพย์ไม่มีตัวตนอื่น - สุทธิ,"The query 'ค่าความนิยมและสินทรัพย์ไม่มีตัวตนอื่นสุทธิ' is an exact match to the 'item_in_taxonomy' field 'ค่าความนิยมและสินทรัพย์ไม่มีตัวตนอื่น - สุทธิ' in the taxonomy list, and the 'fs_category' field 'สินทรัพย์' also matches the input metadata.",งบฐานะการเงิน,สินทรัพย์,"[4253624, 3765833]"
10,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,104400,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,"The query 'สินทรัพย์ภาษีเงินได้รอตัดบัญชี' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list.  The 'fs_category' is 'สินทรัพย์' which is related to the input metadata. Thus, the SET Code is '104400'.",งบฐานะการเงิน,สินทรัพย์,"[468938, 284909]"
11,สินทรัพย์อื่นสุทธิ,109900,สินทรัพย์อื่น - สุทธิ,"The input name 'สินทรัพย์อื่นสุทธิ' matches exactly with one of the meaning_of_taxonomy provided in the Taxonomy list. Thus, the SET Code and Item in Taxonomy are extracted from the same item.",งบฐานะการเงิน,สินทรัพย์,"[20926563, 21919045]"
12,เงินรับฝาก,200100,เงินรับฝาก,The query 'เงินรับฝาก' is a type of liabilities. An item in the taxonomy list matches the query with the same fs_category and financial_statement_type in the input metadata.,งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[1888681363, 1815718538]"
13,รายการระหว่างธนาคารและตลาดเงิน,200200,รายการระหว่างธนาคารและตลาดเงิน,The query 'รายการระหว่างธนาคารและตลาดเงิน' is a close match to the item 'รายการระหว่างธนาคารและตลาดเงิน' in the taxonomy list. The financial_statement_type is 'BS_L' because the input fs_category is หนี้สินและส่วนของเจ้าของ.,งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[188409496, 271279782]"
14,หนี้สินจ่ายคืนเมื่อทวงถาม,200300,หนี้สินจ่ายคืนเมื่อทวงถาม,"The query 'หนี้สินจ่ายคืนเมื่อทวงถาม' is an exact match to the 'item_in_taxonomy' in the Taxonomy list, and financial_statement_type is งบฐานะการเงิน, fs_category is หนี้สินและส่วนของเจ้าของ, so the correct SET Code is 200300.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[5512557, 4382140]"
15,หนี้สินอนุพันธ์,202100,หนี้สินอนุพันธ์,"The query perfectly matches the item ""หนี้สินอนุพันธ์"" in the taxonomy list.  This item's fs_category is ""หนี้สิน"", which is related to the input metadata fs_category ""หนี้สินและส่วนของเจ้าของ"".",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[31755340, 33097354]"
16,ตราสารหนี้ที่ออกและเงินกู้ยืม,202000,ตราสารหนี้ที่ออกและเงินกู้ยืม,"The best match for the query 'ตราสารหนี้ที่ออกและเงินกู้ยืม' from the provided taxonomy list is 'ตราสารหนี้ที่ออกและเงินกู้ยืม' with SET Code '202000'. This item's fs_category is 'หนี้สิน', which is related to the input metadata fs_category 'หนี้สินและส่วนของเจ้าของ'.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[79586713, 78233476]"
17,ประมาณการหนี้สิน,202800,ประมาณการหนี้สิน,The query 'ประมาณการหนี้สิน' is a direct match to the 'item_in_taxonomy' in the Taxonomy list. And the value of 'financial_statement_type' in the input metadata matches the taxonomy list. ,งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[9937545, 9662295]"
18,หนี้สินภาษีเงินได้รอตัดบัญชี,203200,หนี้สินภาษีเงินได้รอตัดบัญชี,The query 'หนี้สินภาษีเงินได้รอตัดบัญชี' is an exact match to the 'item_in_taxonomy' field in the Taxonomy list.  The 'fs_category' in the Taxonomy list is 'หนี้สิน' which is related to the input metadata 'fs_category' ('หนี้สินและส่วนของเจ้าของ').,งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[0, 0]"
19,หนี้สินอื่น,209900,หนี้สินอื่น,"The query matches the item_in_taxonomy ""หนี้สินอื่น"" in the Taxonomy list. This item's fs_category is ""หนี้สิน"", which is related to the input metadata fs_category ""หนี้สินและส่วนของเจ้าของ"". Thus, this item is chosen.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[48922977, 46664543]"
20,"ทุนเรือนหุ้นทุนจดทะเบียนหุ้นสามัญ  7,574,143,747 หุ้นมูลค่าหุ้นละ 10 บาท",310120,ทุนจดทะเบียน หุ้นสามัญจดทะเบียน,"The input query mentions ทุนจดทะเบียน and หุ้นสามัญ which  most closely corresponds to  ""ทุนจดทะเบียน หุ้นสามัญจดทะเบียน"" in the provided taxonomy list. Therefore, the most relevant SET Code is 310120.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[75741437, 75741437]"
21,"ทุนที่ออกและชำระแล้วหุ้นสามัญ 7,355,761,773 หุ้นมูลค่าหุ้นละ 10 บาท",310220,ทุนที่ออกและชำระแล้ว หุ้นสามัญชำระแล้ว,"The query clearly refers to ""Issued and Paid-Up Share Capital Paid-Up Ordinary Shares"", aligning with the definition provided in the taxonomy list. The financial statement type is confirmed as 'BS_OE' based on the input metadata.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[73557618, 73557618]"
22,ส่วนเกินมูลค่าหุ้นสามัญ,310420,ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ,"The query \""ส่วนเกินมูลค่าหุ้นสามัญ\"" matches the meaning of taxonomy in the list where the item in taxonomy is \""ส่วนเกิน (ต่ำกว่า) มูลค่าหุ้นสามัญ\"".",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[52878749, 52878749]"
23,องค์ประกอบอื่นของส่วนของเจ้าของ,319990,องค์ประกอบอื่นของส่วนของผู้ถือหุ้น องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - อื่นๆ,"The query 'องค์ประกอบอื่นของส่วนของเจ้าของ' is looking for an item in the taxonomy related to other components of equity. 

The closest matching item in the taxonomy list is 'องค์ประกอบอื่นของส่วนของผู้ถือหุ้น องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - อื่นๆ' with SET Code '319990'.

Therefore, the SET Code '319990' and item 'องค์ประกอบอื่นของส่วนของผู้ถือหุ้น องค์ประกอบอื่นของส่วนของผู้ถือหุ้น - อื่นๆ' are selected.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[6094560, 5697899]"
24,กำไรสะสมจัดสรรแล้วทุนสำรองตามกฎหมาย,310611,กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย,"The input name 'กำไรสะสมจัดสรรแล้วทุนสำรองตามกฎหมาย' is a close match to the item 'กำไรสะสม - จัดสรรแล้ว สำรองตามกฎหมาย' in the taxonomy list.  Also, the input metadata specifies the 'fs_category' as 'หนี้สินและส่วนของเจ้าของ', which is related to the 'fs_category' of the selected taxonomy item ('ส่วนของผู้ถือหุ้น').",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[7574144, 7574144]"
25,ยังไม่ได้จัดสรร,310620,กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร,"The query ""ยังไม่ได้จัดสรร"" matches the phrase found in multiple taxonomy items. However, considering the fs_category from the input metadata as ""หนี้สินและส่วนของเจ้าของ"", the closest matching taxonomy item is ""กำไร (ขาดทุน) สะสม กำไร (ขาดทุน) สะสม - ยังไม่ได้จัดสรร"" with SET Code 310620. This item falls under the broader category of ""ส่วนของผู้ถือหุ้น"" which aligns with the input metadata's fs_category.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[134967290, 126124423]"
26,รวมส่วนของธนาคาร,319999,รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่,"The query ""รวมส่วนของธนาคาร"" is closely related to the item ""รวมส่วนของผู้ถือหุ้นของบริษัทใหญ่"" in the taxonomy list. 

Additionally: 
- The provided financial_statement_type is งบฐานะการเงิน, which corresponds to BS_OE.
- The fs_category provided is หนี้สินและส่วนของเจ้าของ, and the closest matching fs_category in the taxonomy list is ส่วนของผู้ถือหุ้น.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[275072361, 265832833]"
27,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,320130,ส่วนได้เสียที่ไม่มีอำนาจควบคุม,"Found an exact match for the input query in the Taxonomy list.  The financial_statement_type is BS_OE and fs_category is ส่วนของผู้ถือหุ้น, which is related to หนี้สินและส่วนของเจ้าของ as instructed.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[0, 0]"
28,รวมส่วนของเจ้าของ,309998,รวมส่วนของผู้ถือหุ้น,"The input query 'รวมส่วนของเจ้าของ' matches the meaning_of_taxonomy field 'บางครั้งใช้ชื่อว่า รวมส่วนของเจ้าของ' in the Taxonomy list. Thus, the correct SET Code is 309998 and Item in Taxonomy is 'รวมส่วนของผู้ถือหุ้น'.",งบฐานะการเงิน,หนี้สินและส่วนของเจ้าของ,"[275072361, 265832833]"
29,เงินสด,100100,เงินสด,The query 'เงินสด' matches the 'item_in_taxonomy' 'เงินสด' in the taxonomy list.  The 'fs_category' matches the input metadata 'fs_category'.,งบฐานะการเงิน (ต่อ),สินทรัพย์,"[24662778, 28169604, 22702027, 25127673]"
30,รายการระหว่างธนาคารและตลาดเงินสุทธิ,100200,รายการระหว่างธนาคารและตลาดเงิน - สุทธิ,"The query 'รายการระหว่างธนาคารและตลาดเงินสุทธิ' is an exact match to the 'item_in_taxonomy' field 'รายการระหว่างธนาคารและตลาดเงิน - สุทธิ' in the taxonomy list. The fs_category also matches the input metadata. Therefore, the set_code '100200' and item_in_taxonomy 'รายการระหว่างธนาคารและตลาดเงิน - สุทธิ' are selected.",งบฐานะการเงิน (ต่อ),สินทรัพย์,"[524632695, 507974332, 501846916, 489172830]"
31,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรม ผ่านกำไรหรือขาดทุน,100600,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,"The query perfectly matches the item_in_taxonomy ""สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน"" in the taxonomy list. Therefore, the set_code should be ""100600"".",งบฐานะการเงิน (ต่อ),สินทรัพย์,"[3345144, 1740461, 2303149, 622531]"
