account_name,taxonomy_account_name,account_code,parent_account_code,values
เงินสดและรายการเทียบเท่าเงินสด,เงินสดและรายการเทียบเท่าเงินสด,110100,119999,"['3,476,183', '448,490']"
สินทรัพย์ทางการเงินอื่นที่วัดมูลค่าด้วยวิธีราคาทุนตัดจำหน่าย,สินทรัพย์ทางการเงินอื่นที่วัดมูลค่าด้วยวิธีราคาทุนตัดจำหน่าย,111630,111600,"['528', '-']"
ส่วนของเงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับที่ถึงกำหนดชำระภายในหนึ่งปี-สุทธิ,ส่วนของเงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับที่ถึงกำหนดชำระภายในหนึ่งปี-สุทธิ,112050,112000,"['50,618,259', '-']"
เงินให้กู้ยืมระยะสั้นแก่กิจการที่เกี่ยวข้องกันและดอกเบี้ยค้างรับ,เงินให้กู้ยืมระยะสั้นแก่กิจการที่เกี่ยวข้องกันและดอกเบี้ยค้างรับ,112320,112300,"['-', '40,420,200']"
ที่ถึงกำหนดชำระภายในหนึ่งปีและดอกเบี้ยค้างรับ,ที่ถึงกำหนดชำระภายในหนึ่งปีและดอกเบี้ยค้างรับ,112420,112400,"['-', '4,048,727']"
ลูกหนี้อื่น,ลูกหนี้อื่น,113130,113100,"['3,292,478', '20,127']"
ทรัพย์สินรอการขาย-สุทธิ,ทรัพย์สินรอการขาย-สุทธิ,113500,119999,"['1,248,734', '-']"
สินทรัพย์หมุนเวียนอื่น,สินทรัพย์หมุนเวียนอื่น,119990,119900,"['383,259', '7,646']"
รวมสินทรัพย์หมุนเวียน,รวมสินทรัพย์หมุนเวียน,119999,109999,"['59,019,441', '44,945,190']"
ผ่านกำไรหรือขาดทุน,ผ่านกำไรหรือขาดทุน,121600,129999,"['30,176', '5,893']"
ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,ผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,121620,121600,"['36,475', '-']"
เงินลงทุนในบริษัทย่อย-สุทธิ,เงินลงทุนในบริษัทย่อย-สุทธิ,122710,122700,"['-', '14,408,537']"
เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับ-สุทธิ,เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับ-สุทธิ,122050,122000,"['38,679,055', '-']"
เงินให้กู้ยืมระยะยาวแก่กิจการที่เกี่ยวข้องกัน,เงินให้กู้ยืมระยะยาวแก่กิจการที่เกี่ยวข้องกัน,122420,122400,"['-', '3,570,000']"
ที่ดินอาคารและอุปกรณ์-สุทธิ,ที่ดินอาคารและอุปกรณ์-สุทธิ,123800,129999,"['625,556', '13,121']"
สินทรัพย์สิทธิการใช้-สุทธิ,สินทรัพย์สิทธิการใช้-สุทธิ,123900,129999,"['1,463,207', '22,449']"
สินทรัพย์ไม่มีตัวตน-สุทธิ,สินทรัพย์ไม่มีตัวตน-สุทธิ,124190,124100,"['1,182,687', '1,648']"
สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,124400,129999,"['179,666', '-']"
สินทรัพย์ไม่หมุนเวียนอื่น,สินทรัพย์ไม่หมุนเวียนอื่น,129990,129900,"['247,399', '3,287']"
รวมสินทรัพย์ไม่หมุนเวียน,รวมสินทรัพย์ไม่หมุนเวียน,129999,109999,"['42,444,221', '18,024,935']"
รวมสินทรัพย์,รวมสินทรัพย์,109999,,"['101,463,662', '62,970,125']"
เงินกู้ยืมระยะสั้นจากกิจการที่เกี่ยวข้องกัน,บุคคลหรือกิจการที่เกี่ยวข้องกัน,211720,211700,"['100,000', '-']"
เงินกู้ยืมระยะสั้นจากสถาบันการเงิน,เงินกู้ยืมระยะสั้นจากสถาบันการเงิน,210500,219999,"['11,438,163', '11,438,163']"
ส่วนของเงินกู้ยืมระยะยาวจากสถาบันการเงินที่ถึงกำหนดชำระภายในหนึ่งปี,ส่วนของเงินกู้ยืมระยะยาวจากสถาบันการเงินที่ถึงกำหนดชำระภายในหนึ่งปี,211860,211800,"['11,153,421', '1,609,720']"
หนี้สินตามสัญญาเช่าส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,หนี้สินตามสัญญาเช่าส่วนที่ถึงกำหนดชำระภายในหนึ่งปี,212400,219999,"['694,880', '1,347']"
เจ้าหนี้อื่น,เจ้าหนี้อื่น,211160,211100,"['2,276,161', '297,948']"
ส่วนของหุ้นกู้ไม่ด้อยสิทธิที่ถึงกำหนดชำระภายในหนึ่งปี,ส่วนของหุ้นกู้ไม่ด้อยสิทธิที่ถึงกำหนดชำระภายในหนึ่งปี,211830,211800,"['5,792,303', '5,792,303']"
