account_name,taxonomy_account_name,account_code,parent_account_code,values
เงินสดและรายการเทียบเท่าเงินสด,เงินสดและรายการเทียบเท่าเงินสด,100100,109999,"['85,533,659']"
ลูกหนี้สำนักหักบัญชีและบริษัทหลักทรัพย์,ลูกหนี้สำนักหักบัญชีและบริษัทหลักทรัพย์,100900,109999,"['970,287,209']"
ลูกหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า,ลูกหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า,101000,109999,"['19,263,160,555']"
สินทรัพย์ตราสารอนุพันธ์,สินทรัพย์ตราสารอนุพันธ์,103000,109999,"['135,191,476']"
เงินลงทุน,เงินลงทุน,101660,109999,"['2,873,300,497']"
เงินให้กู้ยืมแก่พนักงาน,เงินให้กู้ยืมแก่พนักงาน,102510,102500,"['193,086,892']"
อุปกรณ์,อุปกรณ์,103800,109999,"['86,292,101']"
สินทรัพย์สิทธิการใช้,สินทรัพย์สิทธิการใช้,103900,109999,"['225,160,974']"
สินทรัพย์ไม่มีตัวตน,สินทรัพย์ไม่มีตัวตน,104100,109999,"['48,151,456']"
สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,สินทรัพย์ภาษีเงินได้รอการตัดบัญชี,104400,109999,"['78,929,035']"
สินทรัพย์อื่น,สินทรัพย์อื่น,109900,109999,"['425,388,006']"
รวมสินทรัพย์,รวมสินทรัพย์,109999,,"['24,384,481,860']"
เงินกู้ยืมจากสถาบันการเงิน,เงินกู้ยืมจากสถาบันการเงิน,201900,209999,"['1,285,000,000']"
เจ้าหนี้สำนักหักบัญชีและบริษัทหลักทรัพย์,เจ้าหนี้สำนักหักบัญชีและบริษัทหลักทรัพย์,200800,209999,"['1,419,510,673']"
เจ้าหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า,เจ้าหนี้ธุรกิจหลักทรัพย์และสัญญาซื้อขายล่วงหน้า,200900,209999,"['2,270,755,956']"
หนี้สินตราสารอนุพันธ์,หนี้สินตราสารอนุพันธ์,202100,209999,"['2,962,527']"
ภาษีเงินได้ค้างจ่าย,ภาษีเงินได้ค้างจ่าย,203000,209999,"['82,245,785']"
ตราสารหนี้ที่ออกและเงินกู้ยืมอื่น,ตราสารหนี้ที่ออกและเงินกู้ยืมอื่น,202000,209999,"['13,649,522,784']"
ประมาณการหนี้สิน,ประมาณการหนี้สิน,202800,209999,"['315,208,033']"
หนี้สินตามสัญญาเช่า,หนี้สินตามสัญญาเช่า,202400,209999,"['219,936,337']"
หนี้สินอื่น,หนี้สินอื่น,209900,209999,"['226,055,453']"
รวมหนี้สิน,รวมหนี้สิน,209999,309999,"['19,471,197,548']"
ทุนที่ออกและชำระแล้วหุ้นสามัญ,ทุนที่ออกและชำระแล้วหุ้นสามัญ,310120,310100,"['2,854,072,500']"
ส่วนเกินมูลค่าหุ้น,ส่วนเกินมูลค่าหุ้น,310420,310400,"['523,570,729']"
หุ้นทุนซื้อคืน,หุ้นทุนซื้อคืน,310700,319999,"['19,218,670']"
จัดสรรแล้ว-ทุนสำรองตามกฎหมาย,จัดสรรแล้ว-ทุนสำรองตามกฎหมาย,310611,310610,"['286,125,000']"
ยังไม่ได้จัดสรร,ยังไม่ได้จัดสรร,310620,310600,"['1,227,795,198']"
องค์ประกอบอื่นของส่วนของเจ้าของ,องค์ประกอบอื่นของส่วนของเจ้าของ,319990,319900,"['2,502,215']"
รวมส่วนของเจ้าของ,รวมส่วนของเจ้าของ,309998,309999,"['4,913,284,312']"
รวมหนี้สินและส่วนของเจ้าของ,รวมหนี้สินและส่วนของเจ้าของ,309999,,"['24,384,481,860']"
รายได้ค่านายหน้า,รายได้ค่านายหน้า,410115,410100,"['403,338,549']"
รายได้ค่าธรรมเนียมและบริการ,รายได้ค่าธรรมเนียมและบริการ,410113,410100,"['51,975,193']"
รายได้ดอกเบี้ย,รายได้ดอกเบี้ย,410108,410100,"['180,980,568']"
กำไร(ขาดทุน)และผลตอบแทนจากเครื่องมือทางการเงิน,กำไร(ขาดทุน)และผลตอบแทนจากเครื่องมือทางการเงิน,430190,430100,"['(8,975,420)']"
รายได้อื่น,รายได้อื่น,410200,419999,"['8,831,141']"
รวมรายได้,รวมรายได้,419999,409994,"['636,150,031']"
ค่าใช้จ่ายผลประโยชน์พนักงาน,ค่าใช้จ่ายผลประโยชน์พนักงาน,422400,429999,"['294,250,946']"
ค่าธรรมเนียมและบริการจ่าย,ค่าธรรมเนียมและบริการจ่าย,422200,429999,"['41,126,858']"
ค่าใช้จ่ายดอกเบี้ย,ค่าใช้จ่ายดอกเบี้ย,429900,429999,"['59,193,104']"
โอนกลับผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,(กลับรายการ) ผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,430700,429999,"['(54,501)']"
ค่าใช้จ่ายอื่น,ค่าใช้จ่ายอื่น,429800,429999,"['125,678,216']"
รวมค่าใช้จ่าย,รวมค่าใช้จ่าย,429999,409994,"['520,194,623']"
กำไรก่อนภาษีเงินได้,กำไรก่อนภาษีเงินได้,409994,409995,"['115,955,408']"
ภาษีเงินได้,ภาษีเงินได้,439800,409995,"['(24,221,717)']"
กำไรสำหรับงวด,กำไรสำหรับงวด,460100,,"['91,733,691']"
กำไรจากเงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,กำไรจากเงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,450200,409998,"['413,914']"
ภาษีเงินได้เกี่ยวกับกำไรจากเงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,ภาษีเงินได้เกี่ยวกับกำไรจากเงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,459900,409998,"['(82,783)']"
กำไรขาดทุนเบ็ดเสร็จรวมสำหรับงวด,กำไรขาดทุนเบ็ดเสร็จรวมสำหรับงวด,409999,,"['92,064,822']"
กำไรต่อหุ้นขั้นพื้นฐาน,กำไรต่อหุ้นขั้นพื้นฐาน,480100,,['0.16']
รายได้ค่านายหน้า,รายได้ค่านายหน้า,410115,410100,"['971,033,098']"
รายได้ค่าธรรมเนียมและบริการ,รายได้ค่าธรรมเนียมและบริการ,410113,410100,"['91,016,893']"
รายได้ดอกเบี้ย,รายได้ดอกเบี้ย,410108,410100,"['364,079,482']"
กำไรและผลตอบแทนจากเครื่องมือทางการเงิน,กำไรและผลตอบแทนจากเครื่องมือทางการเงิน,430190,430100,"['117,312,890']"
รายได้อื่น,รายได้อื่น,410200,419999,"['31,670,307']"
รวมรายได้,รวมรายได้,419999,409994,"['1,575,112,670']"
ค่าใช้จ่ายผลประโยชน์พนักงาน,ค่าใช้จ่ายผลประโยชน์พนักงาน,422400,429999,"['654,092,053']"
ค่าธรรมเนียมและบริการจ่าย,ค่าธรรมเนียมและบริการจ่าย,422200,429999,"['92,381,173']"
ค่าใช้จ่ายดอกเบี้ย,ค่าใช้จ่ายดอกเบี้ย,429900,429999,"['124,291,822']"
โอนกลับผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,โอนกลับผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,430700,429999,"['(882,481)']"
ค่าใช้จ่ายอื่น,ค่าใช้จ่ายอื่น,429800,429999,"['237,238,960']"
รวมค่าใช้จ่าย,รวมค่าใช้จ่าย,429999,409994,"['1,107,121,527']"
กำไรก่อนภาษีเงินได้,กำไรก่อนภาษีเงินได้,409994,409995,"['467,991,143']"
ภาษีเงินได้,ภาษีเงินได้,439800,409995,"['(94,658,100)']"
กำไรสำหรับงวด,กำไรสำหรับงวด,409991,409999,"['373,333,043']"
กำไรจากเงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,กำไรจากเงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,450200,409998,"['413,914']"
ภาษีเงินได้เกี่ยวกับกำไรจากเงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,ภาษีเงินได้เกี่ยวกับกำไรจากเงินลงทุนในตราสารทุนที่กำหนดให้วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรขาดทุนเบ็ดเสร็จอื่น,459900,409998,"['(82,783)']"
กำไรขาดทุนเบ็ดเสร็จรวมสำหรับงวด,กำไรขาดทุนเบ็ดเสร็จรวมสำหรับงวด,409999,,"['373,664,174']"
กำไรต่อหุ้นขั้นพื้นฐาน,กำไรต่อหุ้นขั้นพื้นฐาน,480100,,['0.65']
กำไรก่อนภาษีเงินได้,กำไรก่อนภาษีเงินได้,510200,519997,"['467,991,143']"
ค่าเสื่อมราคาและรายจ่ายตัดบัญชี,ค่าเสื่อมราคาและรายจ่ายตัดบัญชี,510300,519997,"['65,009,418']"
โอนกลับผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,โอนกลับผลขาดทุนด้านเครดิตที่คาดว่าจะเกิดขึ้น,510400,519997,"['(882,481)']"
(กำไร)ขาดทุนที่ยังไม่เกิดขึ้นจริงจากการเปลี่ยนแปลงในมูลค่ายุติธรรมในเงินลงทุน,(กำไร)ขาดทุนที่ยังไม่เกิดขึ้นจริงจากการเปลี่ยนแปลงในมูลค่ายุติธรรมในเงินลงทุน,511400,519997,"['198,523,083']"
ขาดทุนที่ยังไม่เกิดขึ้นจริงจากอัตราแลกเปลี่ยนเงินตราต่างประเทศ,ขาดทุนที่ยังไม่เกิดขึ้นจริงจากอัตราแลกเปลี่ยนเงินตราต่างประเทศ,510600,519997,"['161,179,034']"
กำไรที่ยังไม่เกิดขึ้นจริงจากการตีราคาสินทรัพย์และหนี้สินตราสารอนุพันธ์,กำไรที่ยังไม่เกิดขึ้นจริงจากการตีราคาสินทรัพย์และหนี้สินตราสารอนุพันธ์,511100,519997,"['(272,884,331)']"
ขาดทุนจากการจำหน่ายและตัดจำหน่ายอุปกรณ์,ขาดทุนจากการจำหน่ายและตัดจำหน่ายอุปกรณ์,511500,519997,"['(6,760)']"
ค่าใช้จ่ายดอกเบี้ย,ค่าใช้จ่ายดอกเบี้ย,514800,519997,"['124,291,822']"
รายได้ดอกเบี้ย,รายได้ดอกเบี้ย,514720,514700,"['(364,079,482)']"
ค่าใช้จ่ายพนักงานตัดจำหน่าย,ค่าใช้จ่ายพนักงานตัดจำหน่าย,515000,519997,"['223,550']"
สำรองผลประโยชน์ระยะยาวของพนักงาน,สำรองผลประโยชน์ระยะยาวของพนักงาน,514910,519997,"['21,408,096']"
