account_name,taxonomy_account_name,account_code,values
เงินสด,เงินสด,100100,"['600,485', '3']"
รายการระหว่างธนาคารและตลาดเงินสุทธิ,รายการระหว่างธนาคารและตลาดเงินสุทธิ,100200,"['29,077,344', '7,923']"
สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,สินทรัพย์ทางการเงินที่วัดมูลค่าด้วยมูลค่ายุติธรรมผ่านกำไรหรือขาดทุน,100690,"['161,073', '-']"
สินทรัพย์อนุพันธ์,สินทรัพย์อนุพันธ์,103000,"['246,813', '-']"
เงินลงทุนสุทธิ,เงินลงทุนสุทธิ,101600,"['54,645,850', '6,537,598']"
เงินลงทุนในบริษัทย่อย,เงินลงทุนในบริษัทย่อย,102710,"['-', '32,916,116']"
เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับสุทธิ,เงินให้สินเชื่อแก่ลูกหนี้และดอกเบี้ยค้างรับสุทธิ,102000,"['184,712,029', '-']"
อสังหาริมทรัพย์เพื่อการลงทุนสุทธิ,อสังหาริมทรัพย์เพื่อการลงทุนสุทธิ,103700,"['-', '36,523']"
ทรัพย์สินรอการขายสุทธิ,ทรัพย์สินรอการขายสุทธิ,103500,"['770,753', '-']"
ที่ดินอาคารและอุปกรณ์สุทธิ,ที่ดินอาคารและอุปกรณ์สุทธิ,103800,"['365,511', '7,954']"
สินทรัพย์สิทธิการใช้สุทธิ,สินทรัพย์สิทธิการใช้สุทธิ,103900,"['569,341', '20,765']"
สินทรัพย์ไม่มีตัวตนสุทธิ,สินทรัพย์ไม่มีตัวตนสุทธิ,104000,"['350,337', '1,709']"
สินทรัพย์ภาษีเงินได้รอตัดบัญชี,สินทรัพย์ภาษีเงินได้รอตัดบัญชี,104400,"['1,333,579', '-']"
ดอกเบี้ยค้างรับจากเงินลงทุน,ดอกเบี้ยค้างรับจากเงินลงทุน,109900,"['127,583', '-']"
ลูกหนี้ซื้อขายหลักทรัพย์ด้วยเงินสด,ลูกหนี้ซื้อขายหลักทรัพย์ด้วยเงินสด,100800,"['247,837', '-']"
สินทรัพย์อื่นสุทธิ,สินทรัพย์อื่นสุทธิ,109900,"['1,089,294', '47,585']"
รวมสินทรัพย์,รวมสินทรัพย์,109999,"['274,297,829', '39,576,176']"
เงินรับฝาก,เงินรับฝาก,200100,"['198,712,051', '-']"
รายการระหว่างธนาคารและตลาดเงิน,รายการระหว่างธนาคารและตลาดเงิน,200200,"['29,194,132', '4,848,000']"
หนี้สินจ่ายคืนเมื่อทวงถาม,หนี้สินจ่ายคืนเมื่อทวงถาม,200300,"['740,608', '-']"
หนี้สินอนุพันธ์,หนี้สินอนุพันธ์,202100,"['277,546', '-']"
ตราสารหนี้ที่ออกและเงินกู้ยืมสุทธิ,ตราสารหนี้ที่ออกและเงินกู้ยืมสุทธิ,202090,"['6,086,645', '1,792,247']"
ดอกเบี้ยค้างจ่าย,ดอกเบี้ยค้างจ่าย,209900,"['270,566', '7,157']"
ค่าใช้จ่ายค้างจ่าย,ค่าใช้จ่ายค้างจ่าย,209900,"['499,549', '29,468']"
